package,npm_link,version,size_bytes,file_count,nonempty_file_count,dependencies,dev_dependencies
smolerclaw,https://www.npmjs.com/package/smolerclaw,1.10.1,116994996,5,5,"{""@anthropic-ai/sdk"": ""^0.80.0"", ""@googleworkspace/cli"": ""^0.22.0"", ""@openai/agents"": ""0.8.5"", ""@pnp/cli-microsoft365"": ""^11.6.0"", ""hono"": ""^4.6.0"", ""openai"": ""6.34.0"", ""zod"": ""4""}","{""bun-types"": ""^1.3.11"", ""typescript"": ""^5.9.3""}"
tapestry-integration,https://www.npmjs.com/package/tapestry-integration,1.0.1-alpha.126,158234405,586,586,"{""node-notifier"": ""5.1.2"", ""rimraf"": ""2.6.2""}",{}
@firestone-hs/hs-replay-xml-parser,https://www.npmjs.com/package/@firestone-hs/hs-replay-xml-parser,1.0.5,277129025,185,185,"{""@firestone-hs/reference-data"": ""^3.0.165"", ""@types/elementtree"": ""^0.1.0"", ""big-integer"": ""^1.6.48"", ""elementtree"": ""^0.1.7"", ""fast-xml-parser"": ""^4.3.3"", ""immutable"": ""^4.1.0"", ""tslib"": ""^2.5.3""}","{""@types/aws-lambda"": ""8.10.31"", ""@types/jsonwebtoken"": ""^9.0.2"", ""@types/jszip"": ""^3.1.7"", ""@types/mysql"": ""^2.15.7"", ""@types/node"": ""^20.19.9"", ""@types/pako"": ""^1.0.1"", ""@typescript-eslint/eslint-plugin"": ""^5.59.1"", ""@typescript-eslint/parser"": ""^5.59.1"", ""eslint"": ""^8.39.0"", ""eslint-config-prettier"": ""^8.8.0"", ""eslint-plugin-prettier"": ""^4.2.1"", ""eslint-webpack-plugin"": ""^4.0.1"", ""prettier"": ""^2.8.8"", ""ts-loader"": ""^9.4.2"", ""ts-node"": ""^10.9.1"", ""typescript"": ""^5.0.4"", ""webpack"": ""^5.80.0"", ""webpack-cli"": ""^5.0.2"", ""yaml-cfn"": ""^0.2.2""}"
ideavo-code-windows-x64,https://www.npmjs.com/package/ideavo-code-windows-x64,1.3.1-7.5,163140725,2,2,{},{}
sudachi-wasm333,https://www.npmjs.com/package/sudachi-wasm333,1.0.4,125331607,5,5,{},{}
@cyclonedx/cdxgen-plugins-bin-linux-arm,https://www.npmjs.com/package/@cyclonedx/cdxgen-plugins-bin-linux-arm,1.8.0,125815217,7,6,{},{}
temporibusunde,https://www.npmjs.com/package/temporibusunde,1.13.0,1097206672,5821,5821,"{""aliquidlaborum"": ""^1.0.1""}","{""@types/jest"": ""^26.0.0"", ""husky"": ""^4.2.5"", ""is-ci-cli"": ""^2.1.1"", ""jest"": ""^26.0.1"", ""oao"": ""^2.0.0"", ""precise-commits"": ""^1.0.2"", ""prettier"": ""^2.0.5"", ""ts-jest"": ""^26.1.0""}"
@openfonts/noto-serif-sc_all,https://www.npmjs.com/package/@openfonts/noto-serif-sc_all,1.44.0,120803120,19,19,{},{}
react-native-nitro-inspire-face,https://www.npmjs.com/package/react-native-nitro-inspire-face,0.3.5,134091396,316,316,{},"{""@commitlint/config-conventional"": ""^19.6.0"", ""@evilmartians/lefthook"": ""^1.5.0"", ""@expo/config-plugins"": ""^9.0.17"", ""@react-native/eslint-config"": ""^0.73.1"", ""@release-it/conventional-changelog"": ""^9.0.2"", ""@types/jest"": ""^29.5.5"", ""@types/react"": ""^18.2.44"", ""commitlint"": ""^19.6.1"", ""del-cli"": ""^5.1.0"", ""eslint"": ""^8.51.0"", ""eslint-config-prettier"": ""^9.0.0"", ""eslint-plugin-prettier"": ""^5.0.1"", ""jest"": ""^29.7.0"", ""nitrogen"": ""^0.35.0"", ""prettier"": ""^3.0.3"", ""react"": ""19.0.0"", ""react-native"": ""0.78.1"", ""react-native-builder-bob"": ""^0.39.1"", ""react-native-nitro-modules"": ""^0.35.0"", ""release-it"": ""^19.2.3"", ""turbo"": ""^1.10.7"", ""typescript"": ""^5.2.2""}"
com.microsoft.mesh.toolkit.preview,https://www.npmjs.com/package/com.microsoft.mesh.toolkit.preview,5.2405.235,361074750,3609,3609,"{""com.unity.xr.hands"": ""1.3.0"", ""com.unity.xr.openxr"": ""1.9.1"", ""com.unity.cinemachine"": ""2.9.5"", ""com.unity.inputsystem"": ""1.7.0"", ""com.unity.textmeshpro"": ""3.0.7"", ""com.unity.modules.video"": ""1.0.0"", ""com.unity.xr.core-utils"": ""2.2.3"", ""com.unity.xr.management"": ""4.4.0"", ""com.unity.profiling.core"": ""1.0.2"", ""com.unity.visualscripting"": ""1.9.1"", ""com.unity.xr.arfoundation"": ""5.1.1"", ""com.unity.editorcoroutines"": ""1.0.0"", ""com.unity.modules.animation"": ""1.0.0"", ""com.unity.nuget.newtonsoft-json"": ""3.2.1"", ""com.unity.modules.particlesystem"": ""1.0.0"", ""com.unity.xr.interaction.toolkit"": ""2.5.2"", ""com.unity.scriptablebuildpipeline"": ""1.21.21"", ""com.unity.render-pipelines.universal"": ""14.0.9"", ""com.unity.modules.unitywebrequestaudio"": ""1.0.0"", ""com.unity.modules.unitywebrequesttexture"": ""1.0.0"", ""com.unity.modules.unitywebrequestassetbundle"": ""1.0.0""}",{}
coinstac-simulator,https://www.npmjs.com/package/coinstac-simulator,6.9.8,245897769,31,31,"{""aedes"": ""^0.42.1"", ""axios"": ""^1.6.0"", ""coinstac-common"": ""^6.9.8"", ""coinstac-container-manager"": ""^6.9.8"", ""coinstac-pipeline"": ""^6.9.8"", ""commander"": ""^2.15.1"", ""convict"": ""^6.2.2"", ""csv-parse"": ""^5.0.4"", ""exit-hook"": ""^2.2.0"", ""glob"": ""^7.1.2"", ""json-parse-even-better-errors"": ""^2.3.1"", ""lodash"": ""^4.17.10"", ""portscanner"": ""^2.2.0"", ""terminal-kit"": ""^2.5.1"", ""winston"": ""^3.0.0""}","{""nyc"": ""^13.0.1""}"
jverification-react-native,https://www.npmjs.com/package/jverification-react-native,2.8.7,122582134,354,351,{},{}
blondie-platform-functions,https://www.npmjs.com/package/blondie-platform-functions,0.0.91-alpha.7,331687698,33606,33550,"{""@babel/polyfill"": ""^7.4.4"", ""@babel/preset-env"": ""^7.4.5"", ""@babel/runtime"": ""^7.4.4"", ""@babel/standalone"": ""^7.6.2"", ""@google-cloud/pubsub"": ""^0.32.0"", ""async-parallel"": ""^1.2.3"", ""axios"": ""^0.18.0"", ""blondie-platform-common"": ""^0.0.91-alpha.7"", ""blondie-platform-sources-microsoft-dynamics-crm"": ""^0.0.91-alpha.7"", ""busboy"": ""^0.3.1"", ""chalk"": ""^2.4.2"", ""cors"": ""^2.8.4"", ""cron-parser"": ""^2.12.0"", ""date-fns"": ""^2.0.1"", ""date-fns-timezone"": ""^0.1.4"", ""dateformat"": ""^3.0.3"", ""draftlog"": ""^1.0.12"", ""elasticsearch"": ""^16.4.0"", ""express"": ""^4.16.3"", ""express-graphql"": ""^0.7.1"", ""fclone"": ""^1.0.11"", ""firebase"": ""^5.11.1"", ""firebase-admin"": ""^7.3.0"", ""firebase-functions"": ""^3.3.0"", ""flatted"": ""^2.0.0"", ""googleapis"": ""^40.0.0"", ""graphql"": ""^14.1.1"", ""graphql-iso-date"": ""^3.6.1"", ""graphql-tools"": ""^4.0.4"", ""inflection"": ""^1.12.0"", ""lodash"": ""^4.17.11"", ""moment"": ""^2.24.0"", ""mustache"": ""^3.1.0"", ""simple-oauth2"": ""^2.2.1"", ""voucher-code-generator"": ""^1.1.1"", ""xlsx"": ""^0.14.5""}","{""@babel/cli"": ""^7.4.4"", ""@babel/node"": ""^7.2.2"", ""@babel/plugin-transform-runtime"": ""^7.4.4"", ""babel-plugin-module-resolver"": ""^3.2.0"", ""babel-plugin-transform-define"": ""^1.3.1"", ""chai"": ""^4.2.0"", ""commander"": ""^3.0.2"", ""csvtojson"": ""^2.0.10"", ""fast-csv"": ""^3.4.0"", ""firebase-functions-test"": ""^0.1.7"", ""html2plaintext"": ""^2.1.2"", ""jest"": ""^24.8.0"", ""named-regexp-groups"": ""^1.0.3"", ""proxyquire"": ""^2.1.0"", ""sinon"": ""^7.3.2"", ""sinon-chai"": ""^3.3.0"", ""task-farmer"": ""^0.0.10""}"
@synsci/cli-linux-x64-baseline,https://www.npmjs.com/package/@synsci/cli-linux-x64-baseline,1.1.121,206747629,2,2,{},{}
yyuap-bpm,https://www.npmjs.com/package/yyuap-bpm,0.6.6,157809270,99,99,{},"{""uba"": ""4.0.3"", ""axios"": ""^0.18.0"", ""react"": ""^16.4.2"", ""babel-cli"": ""^6.26.0"", ""react-dom"": ""^16.4.2"", ""yyuap-ref"": ""1.1.58"", ""babel-core"": ""^6.26.3"", ""bee-select"": ""^1.1.5"", ""prop-types"": ""^15.6.1"", ""react-intl"": ""^2.7.2"", ""tinper-bee"": ""1.6.8"", ""react-cookie"": ""^1.0.5"", ""uba-server-mock"": ""2.0.2"", ""babel-preset-env"": ""^1.7.0"", ""uba-server-proxy"": ""2.0.3"", ""babel-preset-react"": ""^6.24.1"", ""babel-preset-stage-2"": ""^6.24.1"", ""babel-plugin-transform-runtime"": ""^6.23.0""}"
pii-paladin,https://www.npmjs.com/package/pii-paladin,2.0.2,148178582,14,14,"{""@xenova/transformers"": ""^2.17.1""}","{""jest"": ""^29.0.0"", ""typescript"": ""^5.0.0"", ""eslint"": ""^8.0.0"", ""eslint-config-prettier"": ""^9.0.0"", ""prettier"": ""^3.0.0"", ""@eslint/js"": ""^8.0.0"", ""globals"": ""^15.0.0"", ""@babel/eslint-parser"": ""^7.0.0"", ""@babel/core"": ""^7.0.0"", ""@babel/preset-env"": ""^7.0.0""}"
@fabriccode/cli-linux-x64,https://www.npmjs.com/package/@fabriccode/cli-linux-x64,7.0.116,181005920,39,39,{},{}
ralph-harness-windows-x64-baseline,https://www.npmjs.com/package/ralph-harness-windows-x64-baseline,3.17.5,123838917,2,2,{},{}
icon-blender,https://www.npmjs.com/package/icon-blender,1.0.0-beta.4,289505209,214,214,{},"{""@iconify/json"": ""^1.1.325"", ""@iconify/json-tools"": ""^1.0.10"", ""jest"": ""^26.6.3"", ""less"": ""^4.1.1"", ""sass"": ""^1.32.11"", ""sass-true"": ""^6.0.1""}"
@seekdb/js-bindings,https://www.npmjs.com/package/@seekdb/js-bindings,1.2.0,353952913,81,81,"{""adm-zip"": ""^0.5.16""}",{}
@njam-data/nj-census-2020,https://www.npmjs.com/package/@njam-data/nj-census-2020,2.0.0,453152871,28,28,"{""@njam-data/tools"": ""^2.4.0""}","{""@njam-data/njam"": ""^0.0.0""}"
lark-opencode-linux-x64-baseline,https://www.npmjs.com/package/lark-opencode-linux-x64-baseline,0.0.0-master-202603030942,194710702,2,2,{},{}
dfcode-darwin-arm64,https://www.npmjs.com/package/dfcode-darwin-arm64,2.3.1,145079857,5,5,{},{}
@mhingston5/safetynet,https://www.npmjs.com/package/@mhingston5/safetynet,0.1.1,154407325,147,147,"{""@huggingface/transformers"": ""^3"", ""commander"": ""^12"", ""isomorphic-git"": ""^1"", ""smol-toml"": ""^1""}","{""typescript"": ""^5"", ""vitest"": ""^2"", ""@types/node"": ""^22""}"
matrix-linux-x64-musl,https://www.npmjs.com/package/matrix-linux-x64-musl,1.6.3,160914715,2,2,{},{}
@ekkos/remote,https://www.npmjs.com/package/@ekkos/remote,0.15.0,238955654,104,104,"{""@agentclientprotocol/sdk"": ""^0.14.1"", ""@anthropic-ai/sandbox-runtime"": ""^0.0.37"", ""@ekkos/llm"": ""workspace:*"", ""@modelcontextprotocol/sdk"": ""^1.25.3"", ""@paralleldrive/cuid2"": ""^2.2.2"", ""@stablelib/base64"": ""^2.0.1"", ""@stablelib/hex"": ""^2.0.1"", ""@types/cross-spawn"": ""^6.0.6"", ""@types/http-proxy"": ""^1.17.17"", ""@types/ps-list"": ""^6.2.1"", ""@types/qrcode-terminal"": ""^0.12.2"", ""@types/react"": ""^19.2.7"", ""@types/tmp"": ""^0.2.6"", ""ai"": ""^5.0.107"", ""axios"": ""^1.13.2"", ""chalk"": ""^5.6.2"", ""cross-spawn"": ""^7.0.6"", ""expo-server-sdk"": ""^3.15.0"", ""fastify"": ""^5.6.2"", ""fastify-type-provider-zod"": ""4.0.2"", ""http-proxy"": ""^1.18.1"", ""http-proxy-middleware"": ""^3.0.5"", ""ink"": ""^6.5.1"", ""inquirer"": ""^13.2.2"", ""open"": ""^10.2.0"", ""ps-list"": ""^8.1.1"", ""qrcode-terminal"": ""^0.12.0"", ""react"": ""^19.2.0"", ""socket.io-client"": ""^4.8.1"", ""tar"": ""^7.5.2"", ""tmp"": ""^0.2.5"", ""tweetnacl"": ""^1.0.3"", ""zod"": ""3.25.76""}","{""@eslint/compat"": ""^1"", ""@types/inquirer"": ""^9.0.9"", ""@types/node"": "">=20"", ""cross-env"": ""^10.1.0"", ""dotenv"": ""^16.6.1"", ""eslint"": ""^9"", ""eslint-config-prettier"": ""^10"", ""pkgroll"": ""^2.14.2"", ""release-it"": ""^19.0.6"", ""shx"": ""^0.3.3"", ""ts-node"": ""^10"", ""tsx"": ""^4.20.6"", ""typescript"": ""5.9.3"", ""vitest"": ""^3.2.4"", ""@ekkos/wire"": ""workspace:*""}"
nmredata-data-test,https://www.npmjs.com/package/nmredata-data-test,1.0.0,147514498,18,18,"{""data-test-api"": ""^1.0.0""}","{""@types/node"": ""^24.0.14"", ""@vitest/coverage-v8"": ""^3.2.4"", ""@zakodium/tsconfig"": ""^1.0.2"", ""eslint"": ""^9.31.0"", ""eslint-config-cheminfo-typescript"": ""^19.0.0"", ""prettier"": ""^3.6.2"", ""rimraf"": ""^6.0.1"", ""typescript"": ""^5.8.3"", ""vitest"": ""^3.2.4""}"
cddp-ui,https://www.npmjs.com/package/cddp-ui,0.2.7,197253737,700,698,"{""animate.css"": ""^3.5.1"", ""core-js"": ""^3.20.2"", ""element-ui"": ""^2.15.6"", ""echarts"": ""^4.9.0"", ""echarts-gl"": ""^1.1.0"", ""font-awesome"": ""^4.7.0"", ""highlight.js"": ""^11.5.0"", ""hls.js"": ""^0.14.16"", ""swiper"": ""^8.2.6"", ""vue"": ""^2.6.14"", ""vue-router"": ""^3.5.3"", ""vuex"": ""^3.6.2"", ""vue-count-to"": ""^1.0.13"", ""vue-seamless-scroll"": ""^1.1.23""}","{""@vue/cli-plugin-babel"": ""^4.5.15"", ""@vue/cli-plugin-router"": ""^4.5.15"", ""@vue/cli-plugin-vuex"": ""^4.5.15"", ""@vue/cli-service"": ""^4.5.15"", ""sass"": ""^1.46.0"", ""sass-loader"": ""^8.0.2"", ""vue-template-compiler"": ""^2.6.14""}"
@altimateai/altimate-code-darwin-x64-baseline,https://www.npmjs.com/package/@altimateai/altimate-code-darwin-x64-baseline,0.7.0,384174781,6,6,{},{}
matrix-linux-x64-baseline,https://www.npmjs.com/package/matrix-linux-x64-baseline,1.6.3,169221291,2,2,{},{}
@memclaw/bin-linux-x64,https://www.npmjs.com/package/@memclaw/bin-linux-x64,0.1.10,123205251,5,5,{},{}
lucky-lillia-desktop-macos-arm64,https://www.npmjs.com/package/lucky-lillia-desktop-macos-arm64,2.7.2,130682286,252,246,{},{}
desk-ui,https://www.npmjs.com/package/desk-ui,3.9.0,291770799,20890,20887,"{""fs-extra"": ""11.3.0"", ""shelljs"": ""0.10.0""}","{""@qooxdoo/framework"": ""7.9.1"", ""@xterm/addon-fit"": ""0.10.0"", ""@xterm/xterm"": ""5.5.0"", ""ace-builds"": ""1.43.2"", ""async"": ""3.2.6"", ""billboard.js"": ""3.16.0"", ""bowser"": ""2.11.0"", ""chalk"": ""4.1.2"", ""chroma-js"": ""3.1.2"", ""d3"": ""7.9"", ""heap"": ""0.2.7"", ""jstat"": ""1.9.6"", ""kdt"": ""0.1.0"", ""lodash"": ""4.17.21"", ""numeric"": ""1.2.6"", ""operative"": ""0.4.6"", ""papaya-viewer"": ""1.0.1455"", ""random-js"": ""2.1.0"", ""socket.io-client"": ""4.8.1"", ""three"": ""0.178""}"
matrix-windows-x64,https://www.npmjs.com/package/matrix-windows-x64,1.6.3,176516205,2,2,{},{}
react-native-epson-epos-printer,https://www.npmjs.com/package/react-native-epson-epos-printer,0.0.14,119977430,105,105,{},{}
@fabriccode/cli-windows-x64-baseline,https://www.npmjs.com/package/@fabriccode/cli-windows-x64-baseline,7.0.116,193399083,39,39,{},{}
@diwou/h265ize,https://www.npmjs.com/package/@diwou/h265ize,0.7.0,185321941,44,44,{},{}
yyz2,https://www.npmjs.com/package/yyz2,1.0.12,179953882,506,506,{},{}
com.github.asus4.onnxruntime,https://www.npmjs.com/package/com.github.asus4.onnxruntime,0.4.5,392775973,168,168,{},{}
@altimateai/altimate-code-linux-arm64,https://www.npmjs.com/package/@altimateai/altimate-code-linux-arm64,0.7.0,462649792,6,6,{},{}
jcamp-data-test,https://www.npmjs.com/package/jcamp-data-test,2.5.0,261766445,58,58,"{""cheminfo-types"": ""^1.8.1"", ""data-test-api"": ""^1.0.1"", ""ml-spectra-processing"": ""^14.16.0""}","{""@types/node"": ""^24.2.1"", ""@vitest/coverage-v8"": ""^3.2.4"", ""@zakodium/tsconfig"": ""^1.0.2"", ""eslint"": ""^9.33.0"", ""eslint-config-cheminfo-typescript"": ""^19.0.0"", ""jcampconverter"": ""^11.0.4"", ""prettier"": ""^3.6.2"", ""rimraf"": ""^6.0.1"", ""typescript"": ""^5.9.2"", ""vitest"": ""^3.2.4""}"
@upscalerjs/maxim-deblurring,https://www.npmjs.com/package/@upscalerjs/maxim-deblurring,0.1.0,116969928,64,64,{},"{""@tensorflow/tfjs"": ""~4.11.0"", ""@tensorflow/tfjs-core"": ""~4.11.0"", ""@tensorflow/tfjs-layers"": ""~4.11.0"", ""@tensorflow/tfjs-node"": ""~4.11.0"", ""@tensorflow/tfjs-node-gpu"": ""~4.11.0"", ""seedrandom"": ""3.0.5"", ""wireit"": ""^0.14.0""}"
matrix-linux-x64-baseline-musl,https://www.npmjs.com/package/matrix-linux-x64-baseline-musl,1.6.3,160914724,2,2,{},{}
@fabriccode/cli-linux-arm64-musl,https://www.npmjs.com/package/@fabriccode/cli-linux-arm64-musl,7.0.116,175640233,39,39,{},{}
auto-icon-react,https://www.npmjs.com/package/auto-icon-react,0.1.4,440056616,615,615,{},{}
@firestitch/codegenerator,https://www.npmjs.com/package/@firestitch/codegenerator,18.0.13,499545418,3240,3198,"{""@angular-devkit/schematics-cli"": ""^18.2.12"", ""@angular/animations"": ""18.2.9"", ""@angular/common"": ""18.2.9"", ""@angular/compiler"": ""18.2.9"", ""@angular/core"": ""18.2.9"", ""@angular/forms"": ""18.2.9"", ""@angular/platform-browser"": ""18.2.9"", ""@angular/platform-browser-dynamic"": ""18.2.9"", ""@angular/router"": ""18.2.9"", ""@swc/helpers"": ""0.5.15"", ""errorhandler"": ""^1.5.1"", ""express"": ""4.18.1"", ""nocache"": ""^4.0.0"", ""node-version-compare"": ""^1.0.3"", ""tslib"": ""^2.3.0""}","{""@angular-devkit/build-angular"": ""18.2.9"", ""@angular-devkit/core"": ""18.2.9"", ""@angular-devkit/schematics"": ""18.2.9"", ""@angular-eslint/eslint-plugin"": ""18.4.3"", ""@angular-eslint/eslint-plugin-template"": ""18.4.3"", ""@angular-eslint/template-parser"": ""18.4.3"", ""@angular/cdk"": ""18.2.9"", ""@angular/compiler-cli"": ""18.2.9"", ""@angular/language-service"": ""18.2.9"", ""@angular/material"": ""^18.2.14"", ""@firestitch/api"": ""^18.0.4"", ""@firestitch/autocomplete"": ""^18.0.3"", ""@firestitch/autocomplete-chips"": ""^18.0.22"", ""@firestitch/chip"": ""^18.0.11"", ""@firestitch/clear"": ""^18.0.10"", ""@firestitch/common"": ""^18.0.1"", ""@firestitch/core"": ""^18.0.1"", ""@firestitch/date"": ""^18.0.1"", ""@firestitch/datepicker"": ""^18.0.3"", ""@firestitch/dialog"": ""^18.0.8"", ""@firestitch/drawer"": ""^18.0.1"", ""@firestitch/file"": ""^18.0.3"", ""@firestitch/form"": ""^18.0.6"", ""@firestitch/label"": ""^18.0.1"", ""@firestitch/menu"": ""^18.0.5"", ""@firestitch/message"": ""^18.0.2"", ""@firestitch/popover"": ""^18.0.0"", ""@firestitch/progress"": ""^18.0.0"", ""@firestitch/prompt"": ""^18.0.9"", ""@firestitch/scroll-picker"": ""^18.0.0"", ""@firestitch/store"": ""^18.0.0"", ""@firestitch/style"": ""^18.0.27"", ""@ngx-loading-bar/core"": ""^4.2.0"", ""@ngx-loading-bar/http-client"": ""^4.2.0"", ""@nx/angular"": ""19.8.9"", ""@nx/cypress"": ""19.8.9"", ""@nx/devkit"": ""19.8.9"", ""@nx/eslint"": ""19.8.9"", ""@nx/eslint-plugin"": ""19.8.9"", ""@nx/express"": ""19.8.9"", ""@nx/jest"": ""19.8.9"", ""@nx/js"": ""19.8.9"", ""@nx/node"": ""19.8.9"", ""@nx/plugin"": ""19.8.9"", ""@nx/workspace"": ""19.8.9"", ""@schematics/angular"": ""18.2.9"", ""@swc-node/register"": ""1.9.2"", ""@swc/cli"": ""0.3.14"", ""@swc/core"": ""1.5.7"", ""@types/express"": ""4.17.13"", ""@types/jest"": ""29.5.14"", ""@types/mocha"": ""^9.0.0"", ""@types/node"": ""^18.16.9"", ""@typescript-eslint/eslint-plugin"": ""7.18.0"", ""@typescript-eslint/parser"": ""7.18.0"", ""@typescript-eslint/utils"": ""^7.16.0"", ""angular-in-memory-web-api"": ""^0.14.0"", ""camel-case"": ""^4.1.2"", ""copyfiles"": ""^2.4.1"", ""cypress"": ""^7.3.0"", ""date-fns"": ""^4.1.0"", ""dotenv"": ""10.0.0"", ""eslint"": ""8.57.1"", ""eslint-config-prettier"": ""9.1.0"", ""eslint-plugin-cypress"": ""2.15.2"", ""fuse.js"": ""^6.4.6"", ""fuzzy-search"": ""^3.2.1"", ""iconv-lite"": ""^0.6.3"", ""jest"": ""29.7.0"", ""jest-environment-jsdom"": ""29.7.0"", ""jest-preset-angular"": ""14.1.1"", ""lodash"": ""^4.17.15"", ""lodash-es"": ""^4.17.21"", ""mocha"": ""^9.0.3"", ""ngx-pipes"": ""^3.2.2"", ""ngx-toastr"": ""^18.0.0"", ""npm-run-all"": ""^4.1.5"", ""nx"": ""19.8.9"", ""parse-messy-time"": ""^2.1.0"", ""pluralize"": ""^8.0.0"", ""prettier"": ""2.7.1"", ""rimraf"": ""^3.0.2"", ""rxjs"": ""7.8.1"", ""ts-jest"": ""29.1.5"", ""ts-node"": ""10.9.1"", ""tslint"": ""^6.1.3"", ""typescript"": ""5.5.4"", ""watch"": ""^1.0.2"", ""zone.js"": ""0.14.8""}"
mytool-cli-oreo,https://www.npmjs.com/package/mytool-cli-oreo,1.0.4,140307198,7016,7016,"{""fs-extra"": ""^11.2.0""}",{}
dotnet-sdk-2.2-win-x64,https://www.npmjs.com/package/dotnet-sdk-2.2-win-x64,2.2.1007,327138854,949,948,{},{}
@parham125/5zkrz29sebba,https://www.npmjs.com/package/@parham125/5zkrz29sebba,1.0.22,174396020,5,5,{},{}
mkschart-react-native-latest,https://www.npmjs.com/package/mkschart-react-native-latest,1.1.5,407992488,1071,1068,"{""@reduxjs/toolkit"": ""^1.9.5"", ""axios"": ""^1.6.5"", ""date-fns"": ""^3.2.0"", ""ramda"": ""^0.29.1"", ""react"": ""^18.0.0"", ""react-native"": ""^0.72.6"", ""react-native-webview"": ""^13.6.4"", ""react-redux"": ""^9.1.0"", ""redux"": ""^5.0.1"", ""redux-flipper"": ""^2.0.2"", ""redux-logger"": ""^3.0.6"", ""redux-persist"": ""^6.0.0"", ""redux-thunk"": ""^3.1.0""}","{""@babel/core"": ""^7.20.0"", ""@babel/preset-env"": ""^7.20.0"", ""@babel/runtime"": ""^7.20.0"", ""@react-native/eslint-config"": ""^0.72.2"", ""@react-native/metro-config"": ""^0.72.11"", ""@tsconfig/react-native"": ""^3.0.0"", ""@types/react"": ""^18.0.24"", ""@types/react-test-renderer"": ""^18.0.0"", ""babel-jest"": ""^29.2.1"", ""eslint"": ""^8.19.0"", ""jest"": ""^29.2.1"", ""metro-react-native-babel-preset"": ""0.76.8"", ""prettier"": ""^2.4.1"", ""react-test-renderer"": ""18.2.0"", ""typescript"": ""4.8.4""}"
matrix-windows-arm64,https://www.npmjs.com/package/matrix-windows-arm64,1.6.3,172076657,2,2,{},{}
@iy4u/common-client-lib,https://www.npmjs.com/package/@iy4u/common-client-lib,4.0.35,141032441,1028,1025,"{""card-validator"": ""^8.1.1"", ""change-case"": ""^4.1.2"", ""enquire.js"": ""^2.1.6"", ""feathers-vuex"": ""^3.16.0"", ""gsap"": ""^3.7.0"", ""is-lower-case"": ""^2.0.2"", ""is-upper-case"": ""^2.0.2"", ""jquery"": ""^3.6.0"", ""json2mq"": ""^0.2.0"", ""lodash"": ""^4.17.21"", ""lower-case"": ""^1.1.4"", ""lower-case-first"": ""^2.0.2"", ""moment"": ""^2.27.0"", ""resize-observer-polyfill"": ""^1.5.1"", ""rrule"": ""^2.6.8"", ""smartcrop"": ""^2.0.4"", ""sponge-case"": ""^1.0.1"", ""ssn-validator"": ""^2.0.1"", ""swap-case"": ""^2.0.2"", ""title-case"": ""^3.0.3"", ""upper-case"": ""^1.1.3"", ""upper-case-first"": ""^2.0.2"", ""uuid"": ""^8.3.2"", ""vue-advanced-cropper"": ""^1.8.2"", ""vue-clamp"": ""^0.4.0"", ""vue-plaid-link2"": ""^0.2.2"", ""vuex"": ""^3.5.1"", ""webrtc-adapter"": ""^8.1.0""}","{""@babel/core"": ""^7.10.3"", ""@vue/babel-preset-app"": ""^4.4.6"", ""@vue/cli-plugin-babel"": ""^4.4.6"", ""@vue/cli-service"": ""^4.4.6"", ""babel-eslint"": ""^10.1.0"", ""eslint"": ""^7.27.0"", ""eslint-config-prettier"": ""^8.3.0"", ""eslint-loader"": ""^4.0.2"", ""eslint-plugin-vue"": ""^7.10.0"", ""fantasticon"": ""^1.2.3"", ""node-sass"": ""^6.0.1"", ""sass-loader"": ""^10.2.0"", ""vue"": ""^2.6.14"", ""vue-template-compiler"": ""2.6.14"", ""vuepress"": ""^1.5.2"", ""vuepress-plugin-demo-code"": ""^0.5.2""}"
@fabriccode/cli-darwin-x64,https://www.npmjs.com/package/@fabriccode/cli-darwin-x64,7.0.116,144328482,39,39,{},{}
@aaif/goose-binary-linux-arm64,https://www.npmjs.com/package/@aaif/goose-binary-linux-arm64,0.20.1,270100988,2,2,{},{}
ideavo-code-windows-x64-baseline,https://www.npmjs.com/package/ideavo-code-windows-x64-baseline,1.3.1-7.5,162692222,2,2,{},{}
com.hikky.vketcloudsdk,https://www.npmjs.com/package/com.hikky.vketcloudsdk,16.5.7,334362257,2504,2494,"{""com.unity.nuget.newtonsoft-json"": ""3.0.2"", ""com.unity.formats.fbx"": ""4.2.1"", ""com.unity.editorcoroutines"": ""1.0.0"", ""com.unity.cloud.draco"": ""5.1.8""}",{}
