package,version,size_bytes,file_count,nonempty_file_count,jt_afferent,jt_efferent_total,jt_efferent_internal,jt_efferent_external,jt_instability,jt_in_degree,jt_out_degree,jt_in_degree_centrality,jt_out_degree_centrality,jt_total_degree_centrality,jt_dependency_score,jt_warning_count,jt_warning_messages
@iskander508/react-viro,0.61.2,303277866,5825,5807,0,2,0,2,1,0,0,0,0,0,2,0,
timeclockwizard,1.14.0,248527508,822,822,0,8,0,8,1,0,0,0,0,0,8,0,
embin-darwin,2.0.11,232113431,3521,3494,0,6,1,5,1,0,1,0,0.0002,0.0001,6,0,
power-electron,21.2.3,267358628,81,81,0,1,0,1,1,0,0,0,0,0,1,0,
happy-codex,0.14.7,261353431,65,65,0,42,0,42,1,0,0,0,0,0,42,0,
nativemessagelist,1.0.0,248163508,1039,1039,0,8,0,8,1,0,0,0,0,0,8,0,
agent-swarm-cli-windows-x64-baseline,1.3.15,179863168,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@wispbit/local-darwin-arm64,1.0.106,171995949,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
lenz_ai_camera_x86,1.0.6,229740310,365,364,0,0,0,0,0,0,0,0,0,0,0,0,
bincode-dev-linux-x64,0.0.49,182646619,538,538,0,0,0,0,0,0,0,0,0,0,0,0,
velaro,2026.3.29,172186614,6869,6867,0,78,0,78,1,0,0,0,0,0,78,0,
viby-cli-windows-x64,0.2.0,157171129,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@socketsupply/socket-darwin-arm64,0.6.0-rc.8,168486269,347,347,0,0,0,0,0,0,0,0,0,0,0,0,
@doku-app/linux-x64,0.2.3,203727126,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
electron-trueos,1.8.2,216329409,74,74,0,0,0,0,0,0,0,0,0,0,0,0,
castclaw-linux-arm64,1.2.2,189601943,670,670,0,0,0,0,0,0,0,0,0,0,0,0,
@hdwebsoft/hdcode-ai-darwin-x64,0.1.16,94961265,12,12,0,0,0,0,0,0,0,0,0,0,0,0,
agent-swarm-cli-linux-x64-baseline,1.3.15,167035362,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@dragon-den/dopensearch,2.4.0,248417718,427,426,0,0,0,0,0,0,0,0,0,0,0,0,
@khahama/pmk-foods-ui,1.1.41,176414974,612,612,0,20,0,20,1,0,0,0,0,0,20,0,
nlptoolkit-spellchecker,1.0.11,162856342,64,64,0,11,0,11,1,0,0,0,0,0,11,0,
@ex-machina/opencode-linux-arm64,1.3.3001,158717504,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
agent-swarm-cli-linux-x64-musl,1.3.15,162742682,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@lobehub/fluent-emoji-anim-1,1.0.0,165926880,1002,1001,0,0,0,0,0,0,0,0,0,0,0,0,
dochubcore,1.0.17,157630276,6350,6349,0,73,0,73,1,0,0,0,0,0,73,0,
castclaw-darwin-x64-baseline,1.2.2,152736102,670,670,0,0,0,0,0,0,0,0,0,0,0,0,
@parham125/n8jovjyzhqk9,1.0.1,167706752,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
@taverse/assets-emoji-anim,1.0.0,160998086,1606,1606,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-arc-soft-face,1.0.0,161143293,71,71,0,0,0,0,0,0,0,0,0,0,0,0,
inquirer-app,1.0.0,160652036,1043,1043,0,22,0,22,1,0,0,0,0,0,22,0,
elara-app,0.0.2,147497121,1184,1179,0,89,1,88,1,0,1,0,0.0002,0.0001,89,0,
plan-elige,1.0.1,159386133,867,854,0,73,0,73,1,0,0,0,0,0,73,0,
@teleai/starcode-linux-x64,1.0.1,146688447,39,39,0,0,0,0,0,0,0,0,0,0,0,0,
aboocode-linux-x64-musl,0.9.1,148384149,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
gatsby-starter-signalwerk,1.0.0,157407684,236,235,0,8,0,8,1,0,0,0,0,0,8,0,
obj2usdz,1.0.3,138103307,199,199,0,1,0,1,1,0,0,0,0,0,1,0,
@graphql-portal/datasources,0.1.5,136759118,6543,6543,0,0,0,0,0,0,0,0,0,0,0,0,
@doku-app/darwin-x64,0.2.3,137385323,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@midion/electron,1.8.2,151439274,11,11,0,4,0,4,1,0,0,0,0,0,4,0,
@dragon-den/install-opensearch-3,0.0.4,152137775,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
bun-webkit-linux-arm64-debug,0.0.1-01071d3680f3bd5110f38da594bf25088eff4ddf,136172465,1768,1768,0,0,0,0,0,0,0,0,0,0,0,0,
@ansvar/zimbabwe-law-mcp,1.1.1,133612368,993,992,0,11,0,11,1,0,0,0,0,0,11,0,
@doku-app/darwin-arm64,0.2.3,127306929,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@yaju810/data-1-0,20200312053750.1869636759.0,142548625,25,25,0,0,0,0,0,0,0,0,0,0,0,0,
@shaanhurley/trilliant-package,1.0.1,145319451,214,213,0,13,0,13,1,0,0,0,0,0,13,0,
npmmgr,1.2.22,147096293,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
oh-my-opencode-gpt-slim-linux-x64,0.1.11,121422084,4,3,0,0,0,0,0,0,0,0,0,0,0,0,
nf-workflow-ui-5,2.10.0,126455025,22963,22836,0,82,0,82,1,0,0,0,0,0,82,0,
babylonnativepackage,0.1.1,130995465,6,6,0,0,0,0,0,0,0,0,0,0,0,0,
@colijnit/corecomponents_v9,1.9.20,121231290,464,464,0,28,0,28,1,0,0,0,0,0,28,0,
io-anyline-cordova-nopods,29.1.2,135626832,367,367,0,0,0,0,0,0,0,0,0,0,0,0,
yurik_music,1.0.0,138338338,48,48,0,0,0,0,0,0,0,0,0,0,0,0,
@supernovae-st/nika-darwin-x64,0.74.0,121284893,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
codex-wrapped-noyrlimit-windows-x64,1.0.14,120327386,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
mern-stream,1.0.0,129123477,31,30,0,1,0,1,1,0,0,0,0,0,1,0,
@gaozh1024/rn-aliyun-asr,1.0.8,116490385,55,55,0,15,0,15,1,0,0,0,0,0,15,0,
payerland,1.0.0,121284587,81,81,0,24,0,24,1,0,0,0,0,0,24,0,
@bienvenueenmordor/test-mbr,1.0.0,876057975,6,6,0,0,0,0,0,0,0,0,0,0,0,0,
@creavite/ffprobe-static,3.1.0,476547765,13,13,0,1,0,1,1,0,0,0,0,0,1,0,
cloud-ui-materials,0.6.0,482311759,48955,48862,0,16,1,15,1,0,1,0,0.0002,0.0001,16,0,
flowfit.web.flowfit,1.0.0,498585914,14763,14707,0,15,0,15,1,0,0,0,0,0,15,0,
@babylonjs/react-native-basekit-windows-0-64,1.6.5-preview,1121990139,686,685,0,18,0,18,1,0,0,0,0,0,18,0,
orcl-win-linx,1.0.0,483291761,94,94,0,0,0,0,0,0,0,0,0,0,0,0,
butce-asistanim,0.0.2,469970673,1179,1179,0,43,0,43,1,0,0,0,0,0,43,0,
recytrack,1.0.0,462855588,60455,60370,0,60,0,60,1,0,0,0,0,0,60,0,
rnbase068,0.0.2,412544988,1029,1027,0,17,0,17,1,0,0,0,0,0,17,0,
react-native-animated-bottomtab,0.0.2,407979672,1053,1053,0,23,0,23,1,0,0,0,0,0,23,0,
react-native-paypal-gateway,1.0.0,350994107,36,36,0,0,0,0,0,0,0,0,0,0,0,0,
awesomebuttonproject,0.0.1,381956328,1197,1196,0,17,0,17,1,0,0,0,0,0,17,0,
custom-serverless,3.0.0,344258426,996,834,0,85,0,85,1,0,0,0,0,0,85,0,
gaosimin,1.0.0,364476585,29156,29131,0,2,0,2,1,0,0,0,0,0,2,0,
tea-test-dao,1.0.0,413356813,6326,6320,0,0,0,0,0,0,0,0,0,0,0,0,
@golde/cli-linux-x64,0.6.0,301918817,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@devjoyvn/fakebrowser,0.0.67,373851897,1900,1841,0,18,0,18,1,0,0,0,0,0,18,0,
dotnet-sdk-3.1-linux-x64,3.1.1007,326279661,2336,2334,0,0,0,0,0,0,0,0,0,0,0,0,
my-font-package,1.0.1,340878410,385,385,0,0,0,0,0,0,0,0,0,0,0,0,
the-economist-lib-react-native,1.0.4,290014507,1117,1117,0,52,0,52,1,0,0,0,0,0,52,0,
@carnegie-mellon-robotics-academy/cra-template-unity-react,1.0.0,286609872,4908,4906,0,16,0,16,1,0,0,0,0,0,16,0,
com.ant-automation.antcity.textures1.propspack,1.0.0,296425601,100,100,0,0,0,0,0,0,0,0,0,0,0,0,
javajre-linux-arm64,17.0.8,320119592,386,386,0,0,0,0,0,0,0,0,0,0,0,0,
longbridge-linux-arm64-gnu,4.1.0,401637071,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
zrdstestprcd0010,0.0.2,275618728,3966,3954,0,5,0,5,1,0,0,0,0,0,5,0,
react-native-rndemo,0.0.1,279033207,3452,3452,0,39,0,39,1,0,0,0,0,0,39,0,
ls_middleware,1.3.1,287460147,164,163,0,0,0,0,0,0,0,0,0,0,0,0,
@caoshouse/imagick_x86,1.0.2,248936802,34,34,0,3,0,3,1,0,0,0,0,0,3,0,
react-native-template-lucianocarvalho-rn-full,0.0.1,277007546,3474,3474,0,36,1,35,1,0,1,0,0.0002,0.0001,36,0,
react-native-template-dattd,0.0.3,271922249,1296,1296,0,0,0,0,0,0,0,0,0,0,0,0,
@hdwebsoft/hdcode-ai-windows-x64,0.1.16,124578849,12,12,0,0,0,0,0,0,0,0,0,0,0,0,
@zelo/zelosh-linux-x64,0.0.12,213191382,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
weex-plugin-kdp,0.0.1,250737739,9459,9456,0,48,0,48,1,0,0,0,0,0,48,0,
onboarding_drakitt99,0.0.1,255380061,2237,2237,0,19,0,19,1,0,0,0,0,0,19,0,
cprntemplate,0.0.2,234543763,2975,2975,0,29,0,29,1,0,0,0,0,0,29,0,
pigeonmobile,0.0.2,277851373,4395,4328,0,82,0,82,1,0,0,0,0,0,82,0,
@scottsus/opencode-linux-x64,1.2.15-scottsus.2,203235517,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
fc-rom,0.0.1,225937047,1180,1180,0,3,0,3,1,0,0,0,0,0,3,0,
@cerulin/chell,0.6.4,226228503,111,111,0,25,0,25,1,0,0,0,0,0,25,0,
nngeogonganauth6,1.1.4,203929077,445,441,0,0,0,0,0,0,0,0,0,0,0,0,
opengraphica,0.0.1-alpha.1,199600583,458,453,0,55,0,55,1,0,0,0,0,0,55,0,
zhushanlin,0.1.0,176362583,20961,20891,0,20,0,20,1,0,0,0,0,0,20,0,
agent-swarm-cli-windows-arm64,1.3.15,177096315,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
cordova-plugin-document-reader-core-barcodemrzrfid,5.1.0,210254563,10,9,0,0,0,0,0,0,0,0,0,0,0,0,
@scottsus/opencode-linux-x64-musl,1.2.15-scottsus.2,195031350,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
@hasnentai/geekyants-rn-deepar,0.10.5,203793835,114,108,0,22,0,22,1,0,0,0,0,0,22,0,
@geraldn/generator-gsndnn,2.2.2,172571275,499,493,0,20,0,20,1,0,0,0,0,0,20,0,
@sunpix/claude-code-web,1.2.2,173769452,318,318,0,47,0,47,1,0,0,0,0,0,47,0,
random-require,0.3.0,194156432,37,37,0,1,0,1,1,0,0,0,0,0,1,0,
agent-swarm-cli-linux-x64-baseline-musl,1.3.15,162206115,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@rmbg/model-isnet-anime,0.0.1,176070889,22,22,0,0,0,0,0,0,0,0,0,0,0,0,
rwanda-location-lookup,1.1.2,149997603,8,8,0,2,0,2,1,0,0,0,0,0,2,0,
evm-lite-cli,1.4.1,153170616,97,85,1,28,0,28,0.9655,1,0,0.0002,0,0.0001,29,0,
npm_diriver,1.0.2,193564221,3,2,0,0,0,0,0,0,0,0,0,0,0,0,
@vibetechnologies/opencode-windows-x64-baseline,0.0.0-dev-202603152010,148307099,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
liam-tools-sql-tools,0.0.1,168798130,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@domainellipticlanguage/mtg-crucible,0.2.19,184304485,475,475,0,11,0,11,1,0,0,0,0,0,11,0,
aboocode-linux-arm64-musl,0.9.1,146561873,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@dddfffppp/react-native-alibcsdk,1.1.0,144602217,392,392,0,0,0,0,0,0,0,0,0,0,0,0,
peritext-template-deucalion,0.3.14,161499879,88,87,0,53,0,53,1,0,0,0,0,0,53,0,
shap22-generator,2.0.0,148621684,6,6,0,0,0,0,0,0,0,0,0,0,0,0,
cowac2,0.0.2,138283188,122,122,0,15,0,15,1,0,0,0,0,0,15,0,
@yglabs/workiq-mcp,0.1.6,143302612,16,16,0,0,0,0,0,0,0,0,0,0,0,0,
@terrierscript/normalized-global-wordnet-en,2021.5.1,136404605,1821,1810,1,13,1,12,0.9286,1,1,0.0002,0.0002,0.0002,14,0,
eve-tflyolo,0.2.0,158061454,201,198,0,20,0,20,1,0,0,0,0,0,20,0,
speedi-personalpackage,2.0.0,168479342,6,5,0,0,0,0,0,0,0,0,0,0,0,0,
@shined/spack-binding-linux-arm64-gnu,0.7.11-1-canary.0,144787453,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
occjs-wrapper,2.0.0-beta.b5ff984-21,128940847,23,23,0,5,0,5,1,0,0,0,0,0,5,0,
@vertex-js/vertex,0.0.1,130823195,8455,7474,0,0,0,0,0,0,0,0,0,0,0,0,
@vibetechnologies/opencode-linux-x64-baseline,0.0.0-dev-202603152010,140996025,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
xquant-puppeteer-pdf,1.0.1,144486575,15,15,0,14,0,14,1,0,0,0,0,0,14,0,
fraxioninsights,1.0.0,124639761,2598,2594,0,0,0,0,0,0,0,0,0,0,0,0,
sevencode-core-linux-arm64,0.0.2,128385495,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
codemachine-windows-x64,0.8.0,123438914,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@toolkit-cli/toolkode-linux-x64-baseline-musl,1.10.0,123797730,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
jitsi-meet-stepup,0.0.1,132477589,2736,2705,0,164,1,163,1,0,1,0,0.0002,0.0001,164,0,
@matrixd-dev/test-package-11,0.0.1,134218211,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
moyu-cdnms-pkg-02,1.0.0,142472105,25,25,0,0,0,0,0,0,0,0,0,0,0,0,
oh-my-xcsh-windows-x64-baseline,0.0.6,122861499,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
oh-my-xcsh-windows-x64,0.0.6,123534752,3,2,0,0,0,0,0,0,0,0,0,0,0,0,
@imam-inter/open-im-sdk-rn,3.8.3-92,120124633,70,70,0,16,1,15,1,0,1,0,0.0002,0.0001,16,0,
servicedesk,0.0.1,138029370,1170,1170,0,46,0,46,1,0,0,0,0,0,46,0,
@quietghost/x-cli-windows-x64,0.1.5,122418828,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@renxqoo/renx-code-linux-arm64,0.0.75,121959653,9,9,0,0,0,0,0,0,0,0,0,0,0,0,
ssu-mxgraph-js,0.0.1,126268670,623,623,0,0,0,0,0,0,0,0,0,0,0,0,
@ethoko/cli-windows-x64,0.11.0,116886776,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@toolkit-cli/toolkode-linux-arm64-musl,1.10.0,123307071,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
mecab-ya-wrapper-ko,1.2.3,116278357,35,35,0,5,0,5,1,0,0,0,0,0,5,0,
liam-tools-dbeaver,0.0.1,128572425,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@filen/web,0.1.91,117767615,578,578,0,140,0,140,1,0,0,0,0,0,140,0,
rhizo-co-terraform-provider-oci,1.0.0,483874384,5178,5177,0,18,0,18,1,0,0,0,0,0,18,0,
fastapidoc,1.0.2,116157621,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
@haxtheweb/video-player,26.0.0,115775746,132,132,0,15,0,15,1,0,0,0,0,0,15,0,
jennifer5-frontend,1.0.1,692890464,19198,19169,0,76,1,75,1,0,1,0,0.0002,0.0001,76,0,
@ansvar/russian-law-mcp,0.1.0,542474403,88,88,0,10,0,10,1,0,0,0,0,0,10,0,
megicula,1.1.5,440627330,16960,16841,0,2,0,2,1,0,0,0,0,0,2,0,
yiya-schema-form-vite,0.1.4,761758231,33840,33834,0,40,0,40,1,0,0,0,0,0,40,0,
fullstacknoob-js-footer,0.1.0,527986008,3077,3077,0,0,0,0,0,0,0,0,0,0,0,0,
mijonappa2,1.0.0,419816831,37579,37531,0,27,0,27,1,0,0,0,0,0,27,0,
@babylonjs/react-native-windows-0.70,1.4.4-preview,1056980228,687,686,0,18,0,18,1,0,0,0,0,0,18,0,
zipysdk_new_testing_abhiram,0.0.1,403688902,1004,1004,0,19,0,19,1,0,0,0,0,0,19,0,
setup-rn-auth,0.0.1,386682395,1312,1312,0,21,0,21,1,0,0,0,0,0,21,0,
passme-autokyc,0.0.14,400146499,1239,1239,0,31,0,31,1,0,0,0,0,0,31,0,
pablos-design-system,1.0.0,366903459,33639,33589,0,11,0,11,1,0,0,0,0,0,11,0,
taurify,1.2.8,334078020,14,14,0,2,0,2,1,0,0,0,0,0,2,0,
published-button,0.0.1,373916768,4843,4842,0,8,0,8,1,0,0,0,0,0,8,0,
cef-screenshot-linux-x64-gnu,0.3.2,345806759,236,236,0,0,0,0,0,0,0,0,0,0,0,0,
loginxxx,0.0.1,328127396,4910,4882,0,8,0,8,1,0,0,0,0,0,8,0,
react-native-x-reminder,0.0.2,358880034,4918,4917,0,2,0,2,1,0,0,0,0,0,2,0,
@annotorious/plugin-segment-anything,0.4.0,326048987,51,51,0,11,1,10,1,0,1,0,0.0002,0.0001,11,0,
io.cordova.hellocodorva,2.1.0,377773028,873,871,0,3,0,3,1,0,0,0,0,0,3,0,
pkgviz,0.7.7,272464603,203,203,0,29,1,28,1,0,1,0,0.0002,0.0001,29,0,
node-red-zoracledb,0.0.7,245779157,41,41,0,2,0,2,1,0,0,0,0,0,2,0,
@arrowai/adk,1.0.3,312340141,8386,8379,0,23,0,23,1,0,0,0,0,0,23,0,
react-native-google-pay-india,1.0.0,246919207,1857,1857,0,10,0,10,1,0,0,0,0,0,10,0,
@beam-me-up/cats,0.0.6,289714725,6,6,0,1,0,1,1,0,0,0,0,0,1,0,
react-native-component-test2021,0.0.3,258799856,823,823,0,14,0,14,1,0,0,0,0,0,14,0,
cef-screenshot-linux-arm-gnueabihf,0.3.2,259758815,236,236,0,0,0,0,0,0,0,0,0,0,0,0,
@inst/vscode-win32-x64,0.1.2,252301659,1272,1272,0,0,0,0,0,0,0,0,0,0,0,0,
wifipackage,1.0.0,323140839,1420,1419,0,5,0,5,1,0,0,0,0,0,5,0,
pachirareferearncompat,0.0.1,242524000,1690,1690,0,10,0,10,1,0,0,0,0,0,10,0,
nyan-pet,0.0.1,244125612,1004,999,0,2,0,2,1,0,0,0,0,0,2,0,
@hdwebsoft/hdcode-ai-linux-arm64,0.1.16,126232243,12,12,0,0,0,0,0,0,0,0,0,0,0,0,
@zelo/zelosh-linux-arm64,0.0.12,208165318,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
@lolistream/react-native-resvg,0.2.2,199600026,47,47,0,23,0,23,1,0,0,0,0,0,23,0,
@cpp.js/package-proj,1.0.0,210140458,316,316,2,3,0,3,0.6,2,0,0.0004,0,0.0002,5,0,
@huteming/jhsy,3.6.1,199091971,421,421,0,0,0,0,0,0,0,0,0,0,0,0,
@zelo/zelosh-win32-arm64,0.0.12,225215433,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
@scottsus/opencode-linux-x64-baseline-musl,1.2.15-scottsus.2,194556223,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
myui-bootstrap,1.0.0,206523475,315,315,0,45,0,45,1,0,0,0,0,0,45,0,
elevation-net-app,0.0.0,227188600,157,156,0,36,0,36,1,0,0,0,0,0,36,0,
@memvid/cli-darwin-x64,2.0.159,189654106,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@ronii/zerokey-windows-arm64,0.0.0-dev-202604010446,175782538,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
yt-cesium-jj,1.0.0,239667006,1573,1572,0,45,0,45,1,0,0,0,0,0,45,0,
us-counties,1.2.1,174842618,5,5,0,4,0,4,1,0,0,0,0,0,4,0,
red_pericot,0.1.0,194365680,10227,10167,0,0,0,0,0,0,0,0,0,0,0,0,
pixiv5,1.0.0,205321142,1601,1601,0,0,0,0,0,0,0,0,0,0,0,0,
dera-template,0.0.1,187794010,1559,1559,0,31,0,31,1,0,0,0,0,0,31,0,
viz-library,1.0.6,156648974,594,592,0,10,0,10,1,0,0,0,0,0,10,0,
aboocode-linux-x64,0.9.1,155867420,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
rird-windows-x64,2.3.16,153518156,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@ex-machina/opencode-linux-arm64-musl,1.3.3001,153158017,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
coursedio-0snoitadnuof-gnitfard-2gnitfard-ni-desu-slairetam-dna-tnempiuqe,1.0.1,180796895,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
slidize-plugins,26.3.0,171436371,371,371,0,0,0,0,0,0,0,0,0,0,0,0,
citms-cesium,0.0.1,149317266,2875,2875,0,39,0,39,1,0,0,0,0,0,39,0,
fudoki-js,1.0.0,150279420,45,45,0,5,0,5,1,0,0,0,0,0,5,0,
gdk-contracts,1.1.0,174359585,3028,3027,0,30,0,30,1,0,0,0,0,0,30,0,
@anieo/codegenie-cli-linux-x64-baseline,1.3.3,150571814,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@pixelml/claw-windows-x64-baseline,0.0.1,152067806,8,8,0,0,0,0,0,0,0,0,0,0,0,0,
khawarizm,1.0.16,147606304,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@lyyyuna/milvus-lite-linux-arm64,2.5.102,140575987,14,14,0,0,0,0,0,0,0,0,0,0,0,0,
3dwayfinder-angular,0.2.2,136325247,17925,17835,0,0,0,0,0,0,0,0,0,0,0,0,
wagcontent,1.0.0,159327619,3577,3447,0,100,0,100,1,0,0,0,0,0,100,0,
uniapp-native-ios-test-update-part2,1.0.2,154052189,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
react_js_playcanvas_ex,0.1.0,148363390,27,27,0,8,0,8,1,0,0,0,0,0,8,0,
yethi-code,1.0.7,133056286,18,18,0,92,0,92,1,0,0,0,0,0,92,0,
@pixelml/claw-linux-arm64,0.0.1,136279646,8,8,0,0,0,0,0,0,0,0,0,0,0,0,
@shined/spack-binding-linux-arm64-musl,0.7.11-1-canary.0,144806193,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
galeneai-cli-linux-x64-baseline-musl,0.0.28,134794205,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@wireio/protoc-gen-solidity,1.0.13,129922771,39,39,1,8,0,8,0.8889,1,0,0.0002,0,0.0001,9,0,
@synonymdev/react-native-lightning,0.0.37,131472550,67,67,0,20,0,20,1,0,0,0,0,0,20,0,
img-pigax,1.0.2,153062685,263,263,0,0,0,0,0,0,0,0,0,0,0,0,
ifconfig-server,1.0.1,129918082,48,48,0,20,0,20,1,0,0,0,0,0,20,0,
@strawbees/code-ui,1.14.2,129642909,2770,2767,0,49,1,48,1,0,1,0,0.0002,0.0001,49,0,
tonoinfo.components,1.0.5,140180162,5658,5607,0,39,0,39,1,0,0,0,0,0,39,0,
coursedio-how-to-research-and-write-using-generative-ai-tools-using-ai-to-get-interesting-headline-and-article-ideas,1.0.1,142252543,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
agent-swarm-cli-darwin-arm64,1.3.15,126275227,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@renxqoo/renx-code-linux-x64,0.0.75,128732103,9,9,0,0,0,0,0,0,0,0,0,0,0,0,
@toolkit-cli/toolkode-linux-x64-baseline,1.10.0,128626971,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
appstore-sdk,1.0.9,122239661,40485,40301,0,6,0,6,1,0,0,0,0,0,6,0,
vedio-web-rtc,0.1.0,130837881,22,22,0,17,0,17,1,0,0,0,0,0,17,0,
@calv.io.n/dialer,0.17.0,131341071,1641,1641,0,34,0,34,1,0,0,0,0,0,34,0,
@masuhajime/background-removal-node,1.4.4,132707989,58,58,0,21,1,20,1,0,1,0,0.0002,0.0001,21,0,
zero-api,0.0.1,117341237,4326,4290,0,8,0,8,1,0,0,0,0,0,8,0,
openwrk-windows-x64,0.11.74,118549252,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@thacio/auditaria,0.42.12,123685497,1188,1185,0,77,0,77,1,0,0,0,0,0,77,0,
@andeya/token-free-gateway-win32-x64,0.5.1,119434380,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
devcpp-mingw64,1.0.0,439059647,4368,4367,0,0,0,0,0,0,0,0,0,0,0,0,
crate-core,0.0.8,862130509,8284,8230,0,4,0,4,1,0,0,0,0,0,4,0,
react_native_template_for_able,0.0.1,117347050,1027,1025,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-easy-project-creator,0.0.1,405551112,1066,1064,0,17,0,17,1,0,0,0,0,0,17,0,
react-native-calendaro-module,1.0.0,453027839,15677,15676,0,0,0,0,0,0,0,0,0,0,0,0,
auth-poc,1.0.1-test-npm-pipeline.0,653506636,24,24,0,10,0,10,1,0,0,0,0,0,10,0,
obs-studio-node-primary,0.11.0,513550176,1566,1566,0,20,0,20,1,0,0,0,0,0,20,0,
cef-screenshot-win32-arm64-msvc,0.3.2,404581874,241,241,0,0,0,0,0,0,0,0,0,0,0,0,
@mmmbuto/codex-cli-lts,0.80.6-lts,520717908,14,14,0,0,0,0,0,0,0,0,0,0,0,0,
vault-components,0.0.0,391965935,373,373,0,8,0,8,1,0,0,0,0,0,8,0,
don-sample-project,0.0.1,437605438,1077,1068,0,24,0,24,1,0,0,0,0,0,24,0,
zipy_sdk_lenovo_laptop,0.0.1,402640665,998,998,0,17,0,17,1,0,0,0,0,0,17,0,
cef-screenshot-win32-x64-msvc,0.3.2,401939635,241,241,0,0,0,0,0,0,0,0,0,0,0,0,
focus-motion-plugin,0.0.1,372981373,267,265,0,2,0,2,1,0,0,0,0,0,2,0,
blzshared-rds-sync,1.7.6,339726635,74,74,0,13,0,13,1,0,0,0,0,0,13,0,
cef-screenshot-darwin-x64,0.3.2,326789920,237,237,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-native-toast-library-january,0.0.1,394331275,1026,1026,0,11,0,11,1,0,0,0,0,0,11,0,
rekomendacje_3mk,1.5.1,359843100,153,153,0,12,1,11,1,0,1,0,0.0002,0.0001,12,0,
react-native-social-login-component,0.0.1,381693710,1054,1054,0,11,0,11,1,0,0,0,0,0,11,0,
sh-reservoir-kit,0.0.2,325054964,11446,10809,0,20,0,20,1,0,0,0,0,0,20,0,
@zas0929testing/some-package2,1.0.0,318874620,6376,6373,0,0,0,0,0,0,0,0,0,0,0,0,
io-anyline-adcubum,3.10.0-1,318312296,253,253,0,0,0,0,0,0,0,0,0,0,0,0,
ppt.live.server,1.0.2,310340229,34,33,0,1,0,1,1,0,0,0,0,0,1,0,
lz-ffmpeg-static-electron,2.0.3,298791965,13,13,0,1,0,1,1,0,0,0,0,0,1,0,
@expo-google-fonts/chiron-hei-hk,0.4.3,299375025,74,74,0,0,0,0,0,0,0,0,0,0,0,0,
