package,version,size_bytes,fan_in_total,fan_out,global_instability,coupling_volume,dependency_balance
yongruizhang-blogimg,1.1.688046430,161509263,0,0,0.0,0,0
fixparser,9.4.7,133945194,6,5,0.4545,11,1
create-fuels,0.103.0,521690075,0,9,1.0,9,-9
pretendard-gov,1.3.9,203669055,1,1,0.5,2,0
@screenpipe/cli-darwin-arm64,0.3.336,151455595,0,0,0.0,0,0
terriajs,8.12.2,134830368,3,172,0.9829,175,-169
@venusprotocol/venus-protocol,10.2.0-xaum.1,365495633,10,61,0.8592,71,-51
bebop-tools,3.2.3,209972272,4,5,0.5556,9,-1
@diplodoc/cli,5.39.1,118956634,3,72,0.96,75,-69
unicode-7.0.0,0.7.5,139876411,17,0,0.0,17,17
@duckmind/dm-linux-x64,0.27.5,259739182,0,0,0.0,0,0
@freeclaude/cli,3.4.0,75581672,0,77,1.0,77,-77
@cdktn/provider-aws,24.1.0,437165442,13,18,0.5806,31,-5
@yeger/turbo-graph-ui,2.8.8,12042380,1,30,0.9677,31,-29
@appthreat/cdxgen-plugins-bin,1.0.0,159020932,1,0,0.0,1,1
@duckmind/dm-windows-x64,0.27.5,275862973,0,0,0.0,0,0
react-native-bare-kit,0.14.1,341453787,3,7,0.7,10,-4
@wix/auto_sdk_forms_forms,1.0.127,376669020,1,5,0.8333,6,-4
@duckmind/dm-darwin-arm64,0.27.5,221613406,0,0,0.0,0,0
@superdoc-dev/sdk-windows-x64,1.9.1,130346963,0,0,0.0,0,0
@duckmind/dm-darwin-x64,0.27.5,226567160,0,0,0.0,0,0
@cumulus/api,21.3.4,331508563,3,70,0.9589,73,-67
@ericsanchezok/synergy-darwin-x64-baseline,2.0.2,242951860,0,0,0.0,0,0
@duckmind/dm-linux-arm64,0.27.5,259180238,0,0,0.0,0,0
agentwebai,0.6.20,335173010,0,10,1.0,10,-10
@ericsanchezok/synergy-linux-x64-baseline-musl,2.0.2,271626232,0,0,0.0,0,0
@twsxtd/hapi-linux-x64,0.18.1,149228276,0,0,0.0,0,0
@stdlib/datasets,0.3.0,130279579,3,19,0.8636,22,-16
@ericsanchezok/synergy-linux-x64-musl,2.0.2,272216047,0,0,0.0,0,0
@ericsanchezok/synergy-linux-x64-baseline,2.0.2,276770739,0,0,0.0,0,0
@ericsanchezok/synergy-linux-x64,2.0.2,277688234,0,0,0.0,0,0
@ericsanchezok/synergy-windows-x64-baseline,2.0.2,293077781,0,0,0.0,0,0
@lavilas/codex-linux-x64,1.3.71,165693017,0,0,0.0,0,0
@bentley/imodeljs-darwin-x64,4.11.39,125716535,0,0,0.0,0,0
nosearch-react-component,2.1.111,131837111,0,48,1.0,48,-48
@uma/core,2.62.2,161068972,13,45,0.7759,58,-32
@ericsanchezok/synergy-windows-x64,2.0.2,293803788,0,0,0.0,0,0
rn-app-screen-preview-android,1.0.0,208156907,0,5,1.0,5,-5
@mmmbuto/codex-cli-termux,0.130.0,353855345,0,0,0.0,0,0
@sassoftware/va-report-components,2.34.0,210829505,0,27,1.0,27,-27
@ericsanchezok/synergy-linux-arm64-musl,2.0.2,270816187,0,0,0.0,0,0
@libphp/amazon-linux-2-v83,0.0.14,121960094,4,3,0.4286,7,1
@bossmode/cli,0.7.2,4650115,0,13,1.0,13,-13
@cdktf/aws-cdk,0.16.18,193116441,0,30,1.0,30,-30
@progress/kendo-cli,1.17.0,130082271,0,32,1.0,32,-32
@ericsanchezok/synergy-linux-arm64,2.0.2,276648822,0,0,0.0,0,0
@pnpm/macos-x64,10.33.3,70215589,1,1,0.5,2,0
nodejs-polars-win32-x64-msvc,0.24.1,129021631,0,0,0.0,0,0
mongo-unit,3.4.0,315419373,24,10,0.2941,34,14
all-the-public-replicate-models,1.686.0,119288184,1,4,0.8,5,-3
@toolbox-sdk/server-linux-x64,1.2.0,285808304,0,0,0.0,0,0
@ericsanchezok/synergy-darwin-arm64,2.0.2,237663525,0,0,0.0,0,0
@ericsanchezok/synergy-darwin-x64,2.0.2,242951851,0,0,0.0,0,0
@joystick.js/node-canary,0.0.0-canary.2371,374813686,0,36,1.0,36,-36
@oomol-lab/oo-cli-win32-arm64,0.5.11,126370059,0,0,0.0,0,0
cojson-core-rn,0.20.18,155571346,1,25,0.9615,26,-24
@adaptic/backend-legacy,0.0.87,160459318,1,6,0.8571,7,-5
@layerzerolabs/protocol-starknet-v2,0.2.94,148770262,2,5,0.7143,7,-3
hbuilderx-plugin-launcher,5.7.2026041615-3250-alpha,167383593,0,0,0.0,0,0
@lenml/tokenizer-gemini,3.7.2,138706167,1,6,0.8571,7,-5
@oomol-lab/oo-cli-win32-x64,0.5.11,128810245,0,0,0.0,0,0
create-expo-cljs-app,1.0.23,353379255,0,4,1.0,4,-4
@proteinjs/reflection-build,1.4.6,148746223,27,22,0.449,49,5
@kilocode/cli-linux-arm64-musl,7.3.0,175378080,0,0,0.0,0,0
@libphp/almalinux-9-v85,0.0.3,150683511,1,3,0.75,4,-2
@imgly/background-removal-data,1.4.5,221510773,0,1,1.0,1,-1
@socialgouv/kali-data,3.449.0,181709796,0,29,1.0,29,-29
@surrealdb/node,3.0.3,161173890,14,3,0.1765,17,11
pretendard-jp,1.3.9,191222207,1,1,0.5,2,0
@venusprotocol/isolated-pools,4.3.0,340614083,5,62,0.9254,67,-57
@superfluid-finance/ethereum-contracts,1.15.0,138660600,17,23,0.575,40,-6
mfpdev-cli,8.0.2022100206,143119860,0,68,1.0,68,-68
@kilocode/cli-linux-arm64,7.3.0,181210715,0,0,0.0,0,0
@material-symbols-svg/vue,0.6.0,326190733,0,10,1.0,10,-10
@gnsx/genesys.js,10.12.0,166253257,1,44,0.9778,45,-43
@tencentdb-agent-memory/tcvdb-text,0.1.1,286071650,1,4,0.8,5,-3
@onica/runway,2.6.14,194203831,0,3,1.0,3,-3
@fmsim/fmsim-restful,2.0.0-beta.81,141377331,2,26,0.9286,28,-24
unicode-12.0.0,0.8.0,145550525,7,0,0.0,7,7
@vrsen/agentswarm-cli-linux-x64-musl,1.4.34,140646912,0,0,0.0,0,0
@db-ux/db-theme-icons,3.9.0,122994593,3,0,0.0,3,3
vue2-client,1.20.88,19130688,3,82,0.9647,85,-79
@mndrk/agx,2.4.11,158892288,0,21,1.0,21,-21
@hyperlane-xyz/core,11.3.1,414640545,33,32,0.4923,65,1
openui5-dist,1.108.10,463880884,0,10,1.0,10,-10
@vrsen/agentswarm-cli-windows-x64,1.4.34,158327421,0,0,0.0,0,0
react-native-filament-buildcores,1.7.11,487921424,0,14,1.0,14,-14
@vrsen/agentswarm-cli-linux-x64,1.4.34,146115003,0,0,0.0,0,0
@qvac/llm-llamacpp,0.20.1,408431561,2,16,0.8889,18,-14
zraldcli-darwin-arm64,2.0.74,283295414,0,0,0.0,0,0
@qvac/tts-onnx,0.9.0,280218219,1,26,0.963,27,-25
@vrsen/agentswarm-cli-linux-x64-baseline,1.4.34,145205700,0,0,0.0,0,0
unicode-13.0.0,0.8.0,146826916,13,0,0.0,13,13
riskjs,0.0.7,130955266,0,5,1.0,5,-5
openclaw-cojad,2605.19.1300,149275544,0,75,1.0,75,-75
fusionmaps,4.1.0,649128500,4,14,0.7778,18,-10
@react-native-oh/react-native-harmony,0.82.29,200830746,16,36,0.6923,52,-20
@vrsen/agentswarm-cli-windows-arm64,1.4.34,155089025,0,0,0.0,0,0
@vrsen/agentswarm-cli-windows-x64-baseline,1.4.34,157601414,0,0,0.0,0,0
hqchart,1.1.15808,138863624,0,2,1.0,2,-2
@kilocode/cli-darwin-x64,7.3.0,144049945,0,0,0.0,0,0
foxfire,2.0.0,120207690,0,9,1.0,9,-9
@postman/pm-bin-windows-x64,1.37.0,236807087,0,0,0.0,0,0
@builder.io/buildercode-darwin-arm64,0.5.1,162876204,0,0,0.0,0,0
@kilocode/cli-darwin-x64-baseline,7.3.0,144049954,0,0,0.0,0,0
graphql-server-example,1.0.0,255196062,1,7,0.875,8,-6
@vrsen/agentswarm-cli-linux-x64-baseline-musl,1.4.34,140057097,0,0,0.0,0,0
@factory/cli-win32-x64,0.129.0,166042931,0,0,0.0,0,0
@builder.io/buildercode-win32-x64,0.5.1,127626047,0,0,0.0,0,0
archgate-win32-x64,0.26.0,128595270,0,0,0.0,0,0
newawesome,2.2.2,266373626,0,27,1.0,27,-27
@socialgouv/fiches-vdd,2.1738.0,748658371,0,10,1.0,10,-10
@vrsen/agentswarm-cli-darwin-x64-baseline,1.4.34,108528262,0,0,0.0,0,0
@joggr/cli-linux-x64-musl,0.14.3,162992524,0,0,0.0,0,0
@vkhanhqui/figma-mcp-go,0.1.3,140280086,0,0,0.0,0,0
@factory/cli-win32-x64-baseline,0.129.0,165317034,0,0,0.0,0,0
@celo/client,0.0.419,128566903,1,0,0.0,1,1
@vrsen/agentswarm-cli-linux-arm64,1.4.34,145557951,0,0,0.0,0,0
@vrsen/agentswarm-cli-darwin-x64,1.4.34,108528253,0,0,0.0,0,0
@codemod.com/cli-darwin-arm64,1.10.5,125479946,0,0,0.0,0,0
react-native-notch-info,1.0.6,352808514,0,1,1.0,1,-1
codeep,2.0.1,1445498,0,10,1.0,10,-10
@builder.io/buildercode-linux-x64,0.5.1,162139019,0,0,0.0,0,0
@dotcms/dotcli,26.5.14-1,282329706,0,0,0.0,0,0
@vrsen/agentswarm-cli-linux-arm64-musl,1.4.34,139790852,0,0,0.0,0,0
@dcl/unity-renderer,1.0.73994-20230125161151.commit-2e4047d,185174844,12,0,0.0,12,12
@vrsen/agentswarm-cli-darwin-arm64,1.4.34,103590691,0,0,0.0,0,0
@distilled.cloud/aws,0.21.3,199269605,3,20,0.8696,23,-17
@capillarytech/creatives-library,8.0.353-alpha.0,134757977,5,57,0.9194,62,-52
react-native-skia-graphite-apple-macos,147.1.1,136996167,0,0,0.0,0,0
react-native-fatos-sdk,2.6.4,138069285,0,0,0.0,0,0
@winglang/sdk,0.85.49,153882668,8,44,0.8462,52,-36
@joggr/cli-linux-x64,0.14.3,213315311,0,0,0.0,0,0
@qvac/embed-llamacpp,0.16.0,396093442,2,10,0.8333,12,-8
@humanlayer/cli-win32-x64,0.17.0,128497453,0,0,0.0,0,0
opengate-js,15.3.0,176706993,0,45,1.0,45,-45
react-native-skia-graphite-apple-ios,147.1.1,197211197,0,0,0.0,0,0
@qvac/translation-nmtcpp,3.0.0,436709058,1,16,0.9412,17,-15
windowpp,1.0.2,283742502,0,1,1.0,1,-1
react-native-skia-graphite-android,147.1.1,438785397,0,0,0.0,0,0
@multiplayer-app/cli-linux-x64,2.0.78,147036582,0,0,0.0,0,0
@blaze-money/kindling,1.1.13,178228180,0,12,1.0,12,-12
@joggr/cli-darwin-arm64,0.14.3,161111883,0,0,0.0,0,0
@bulletproof-sh/ctrl-daemon-windows-x64,0.19.0,115993866,0,0,0.0,0,0
@qqbrowser/openclaw-qbot,0.11.60,158030800,0,92,1.0,92,-92
@chillicream/nitro,16.0.3,5535,0,3,1.0,3,-3
license-kit,0.3.4,276391532,1,19,0.95,20,-18
@thebushidocollective/han-linux-x64,3.18.0,138420969,0,0,0.0,0,0
@cypress-bin/binary-win32-x64,14.1.0,208356311,0,0,0.0,0,0
@babylonjs/react-native-windows-0-64,1.8.6,736603485,0,18,1.0,18,-18
makecoder-codex-win32-x64,4.0.37,234173162,0,0,0.0,0,0
space-data-server,23.3.3-0.1.2-1.40.2,173516883,0,84,1.0,84,-84
@agents-shire/cli-linux-x64,1.0.47,130560347,0,0,0.0,0,0
smart-webcomponents,26.0.0,160688240,9,0,0.0,9,9
bare-sidecar,0.4.5,373940003,2,17,0.8947,19,-15
cldpre,2.9.0,135115591,0,7,1.0,7,-7
@hugeicons/react-pro,0.3.2,116755044,2,21,0.913,23,-19
rn-card-scanner,1.1.2,137603552,0,19,1.0,19,-19
rhachet,1.41.14,222546202,40,64,0.6154,104,-24
itk,14.1.1,261061226,14,37,0.7255,51,-23
zraldcli-darwin-x64-baseline,2.0.74,291871705,0,0,0.0,0,0
@cyclonedx/cdxgen-plugins-bin-windows-amd64,1.8.0,310532148,0,0,0.0,0,0
@qvac/ocr-onnx,0.5.0,282030394,1,17,0.9444,18,-16
coderider-linux-x64,1.1.0,170243967,0,0,0.0,0,0
makecoder-codex-linux-x64,4.0.37,198506736,0,0,0.0,0,0
react-native-kochava-measurement,4.0.1,117637171,0,22,1.0,22,-22
zraldcli-linux-x64-musl,2.0.74,358822161,0,0,0.0,0,0
@joggr/cli-darwin-x64,0.14.3,169844115,0,0,0.0,0,0
makecoder-codex-darwin-arm64,4.0.37,177532480,0,0,0.0,0,0
coderider-linux-x64-baseline-musl,1.1.0,165414729,0,0,0.0,0,0
coderider-linux-x64-musl,1.1.0,165414720,0,0,0.0,0,0
coderider-linux-x64-baseline,1.1.0,170243976,0,0,0.0,0,0
@cypress-bin/binary-linux-x64,14.5.4,203789570,1,0,0.0,1,1
@eclipse-docks/extension-cereusdb,0.7.108,216748056,0,11,1.0,11,-11
coderider-windows-x64,1.1.0,183068784,0,0,0.0,0,0
zraldcli-linux-x64-baseline,2.0.74,372895784,0,0,0.0,0,0
zraldcli-darwin-x64,2.0.74,291871696,0,0,0.0,0,0
@sd-angular/core,1.3.259,138955182,0,31,1.0,31,-31
@soundscript/cli-linux-x64,0.1.44,160690286,0,0,0.0,0,0
@ribeec20/clawify,0.2.7,185054529,0,92,1.0,92,-92
@kyburz/kdesign-system,0.6.52,154636799,0,109,1.0,109,-109
obs-studio-node,0.10.10,317331574,2,20,0.9091,22,-18
@cdktn/provider-google,19.1.0,361713940,0,18,1.0,18,-18
ralphy-cli,4.7.2,445272802,0,11,1.0,11,-11
@joggr/cli-windows-x64,0.14.3,224760228,0,0,0.0,0,0
coderider-linux-arm64,1.1.0,170486071,0,0,0.0,0,0
infiniloom-node,0.7.0,216159410,0,3,1.0,3,-3
@cardstack/hub,0.28.7,130526795,20,102,0.8361,122,-82
zraldcli-windows-x64-baseline,2.0.74,389615169,0,0,0.0,0,0
@medusajs/email-preview-server,0.0.10,292142115,0,74,1.0,74,-74
coderider-windows-x64-baseline,1.1.0,183068793,0,0,0.0,0,0
esy,0.9.2,202383850,7,0,0.0,7,7
construct-hub,0.4.494,252820689,0,76,1.0,76,-76
@qvac/transcription-parakeet,0.5.0,214108907,1,22,0.9565,23,-21
world-geojson,3.4.0,143371007,0,5,1.0,5,-5
@kilocode/cli-windows-arm64,7.3.0,190613789,0,0,0.0,0,0
zraldcli-linux-x64,2.0.74,373788703,0,0,0.0,0,0
@office-iss/rex-win32,0.73.11-devmain.16.0.17615.15030,208330439,2,2,0.5,4,0
@scratch/scratch-gui,13.7.1,191465562,0,113,1.0,113,-113
@vexp/plugin-cuda-win32-x64,2.0.17,188150127,0,0,0.0,0,0
@simonyea/holysheep-cli,2.1.78,1640161,0,6,1.0,6,-6
@dianshuv/hapi-linux-arm64,0.24.3,116763079,0,0,0.0,0,0
@joggr/cli-linux-arm64,0.14.3,205722494,0,0,0.0,0,0
@adobe/coral-spectrum,4.21.12,484094681,0,85,1.0,85,-85
nxd-plugin,1.5.5,21465110,0,19,1.0,19,-19
@multiplayer-app/cli-darwin-x64,2.0.78,118280201,0,0,0.0,0,0
codebolt,1.12.56,137006023,0,105,1.0,105,-105
@cdktn/provider-google-beta,19.1.0,397249898,0,18,1.0,18,-18
serverless-offline-msk,1.0.0,187524209,0,13,1.0,13,-13
coderider-linux-arm64-musl,1.1.0,164926584,0,0,0.0,0,0
storyly-react-native,4.19.0,167025937,1,4,0.8,5,-3
@fideliosai/server,0.0.52,448433556,1,47,0.9792,48,-46
ng2-arv-lib,0.2.1,157799332,0,1,1.0,1,-1
@kaoto/camel-catalog,0.4.5,428480446,2,16,0.8889,18,-14
@jhl_labs/jvim-linux-x64,0.5.2,118615864,0,0,0.0,0,0
coderider-windows-arm64,1.1.0,180301428,0,0,0.0,0,0
qq-chat-api-desktop-win-x64,1.1.12,271286877,0,0,0.0,0,0
nori-ai-cli,0.22.0,135565964,0,0,0.0,0,0
iobroker.vis-2,2.13.19,42815326,0,23,1.0,23,-23
@upscalerjs/esrgan-thick,1.0.0,119752985,2,7,0.7778,9,-5
@cubic-dev-ai/cli-linux-arm64,1.6.0,140672403,0,0,0.0,0,0
gfaas,1.1.18,156657890,0,28,1.0,28,-28
@dcl/inspector,7.34.3,130903553,2,47,0.9592,49,-45
@multiplayer-app/cli-windows-arm64,2.0.78,143579147,0,0,0.0,0,0
@azure/mcp-darwin-x64,3.0.0-beta.10,119118468,1,0,0.0,1,1
cloud-ui.vusion,0.18.20,128188272,155,60,0.2791,215,95
zraldcli-linux-arm64-musl,2.0.74,354949719,0,0,0.0,0,0
zraldcli-windows-x64,2.0.74,390512184,0,0,0.0,0,0
@factory/cli-linux-arm64,0.129.0,147590265,0,0,0.0,0,0
turtlecoin-cryptonote-util,0.0.8,136562396,0,10,1.0,10,-10
@agents-shire/cli-win32-x64,1.0.47,146682803,0,0,0.0,0,0
@soundscript/cli-linux-arm64,0.1.44,154222654,0,0,0.0,0,0
@cyclonedx/cdxgen-plugins-bin-darwin-arm64,1.8.0,406933168,0,0,0.0,0,0
@g-bits/driver_redhat_x64,1.38.251102,287998652,0,0,0.0,0,0
@defra/interactive-map,0.0.1-alpha,251255561,1,55,0.9821,56,-54
@soundscript/cli-win32-x64,0.1.44,159019784,0,0,0.0,0,0
@fugood/node-whisper-linux-x64-cuda,1.0.19,199961901,0,0,0.0,0,0
@stargatefinance/stg-evm-sdk-v2,2.0.2,230944930,1,22,0.9565,23,-21
profoundjs,7.31.1,353698184,1,97,0.9898,98,-96
@soundscript/cli-darwin-arm64,0.1.44,144313893,0,0,0.0,0,0
@multiplayer-app/cli-windows-x64,2.0.78,147572739,0,0,0.0,0,0
@agents-shire/cli-linux-arm64,1.0.47,130001401,0,0,0.0,0,0
@intlayer/backend,8.9.8,170266425,1,53,0.9815,54,-52
@memvid/cli-linux-x64,2.0.159,181135173,0,0,0.0,0,0
zraldcli-linux-x64-baseline-musl,2.0.74,357871898,0,0,0.0,0,0
bs-ajv,1.0.1,130946241,0,5,1.0,5,-5
@multiplayer-app/cli-linux-arm64,2.0.78,146188734,0,0,0.0,0,0
@cubic-dev-ai/cli-linux-arm64-musl,1.6.0,136018128,0,0,0.0,0,0
zraldcli-linux-arm64,2.0.74,368591477,0,0,0.0,0,0
@clicli/app,4.1.8,127857451,0,0,0.0,0,0
@microsoft/dataverse,1.0.34,177008204,0,0,0.0,0,0
node-linux-ppc64le,22.22.3,198034433,0,0,0.0,0,0
@aptos-scp/scp-component-rn-device-services,4.46.0,204547376,0,83,1.0,83,-83
@soundscript/cli-darwin-x64,0.1.44,151613962,0,0,0.0,0,0
@toothfairyai/tfcode-linux-arm64-musl,1.0.44,181622900,0,0,0.0,0,0
@geminilight/mindos,1.0.10,3275329,0,11,1.0,11,-11
@skyforgeai/skyforge-linux-x64,3.2.9,228958043,0,0,0.0,0,0
@codemation/next-host,0.4.0,127658473,1,48,0.9796,49,-47
@legna-lnc/legnacode-linux-x64,2.1.2,128788846,0,0,0.0,0,0
automagik-genie,2.5.27,158232255,0,20,1.0,20,-20
codegenie-windows-x64,0.0.6,162858956,0,0,0.0,0,0
@webitel/api-services,0.1.36,140174103,1,21,0.9545,22,-20
mp-design-system,2.1.51,171631843,0,9,1.0,9,-9
@grappa-xyz/sdk-js,0.4.37,122238468,0,27,1.0,27,-27
@dianshuv/hapi-win32-x64,0.24.3,120987961,0,0,0.0,0,0
@sap/open.fe,1.147.0,123751757,0,0,0.0,0,0
@hyperlane-xyz/cli,34.0.0,184530073,1,65,0.9848,66,-64
@contextzero/nest-linux-x64,0.2.75,143629701,0,1,1.0,1,-1
hunkdiff-linux-x64,0.13.0,120279795,0,0,0.0,0,0
@theforeman/vendor,16.0.0,202626609,2,20,0.9091,22,-18
product-lixian,0.0.4-46,118579867,0,63,1.0,63,-63
quasar-extras-svg-icons,2.2.0,302751208,0,54,1.0,54,-54
@toothfairyai/tfcode-linux-x64-musl,1.0.44,182649580,0,0,0.0,0,0
@memory.build/cli-windows-x64,0.2.6,126652237,0,0,0.0,0,0
@govtechsg/open-attestation-cli,2.11.1,656260025,0,58,1.0,58,-58
royco,0.10.244,292261832,0,28,1.0,28,-28
db-hafas-stations,2.0.0,139012064,4,8,0.6667,12,-4
@skyforgeai/skyforge-darwin-x64,3.2.9,187781669,0,0,0.0,0,0
@codemod.com/cli-win32-x64-msvc,1.10.5,127443517,0,0,0.0,0,0
lightfold,1.0.3,126632901,0,9,1.0,9,-9
@kontur.candy/engine,6.20.0,117769909,0,0,0.0,0,0
@polygonjs/polygonjs,1.5.98,248593764,13,70,0.8434,83,-57
lemonsiren,1.1.0,179836257,0,0,0.0,0,0
@dianshuv/hapi-linux-x64,0.24.3,117316017,0,0,0.0,0,0
routiform,3.27.2,195740484,0,64,1.0,64,-64
@skyforgeai/skyforge-windows-x64,3.2.9,237119132,0,0,0.0,0,0
@contextzero/nest-win32-x64,0.2.75,156547948,0,1,1.0,1,-1
forgecode,2.12.15,389078785,0,2,1.0,2,-2
@granite-js/devtools-frontend,0.1.34,154613940,0,2,1.0,2,-2
@tomashighres/gamma,0.57.17,210774623,0,0,0.0,0,0
@skyforgeai/skyforge-darwin-arm64,3.2.9,182025019,0,0,0.0,0,0
@pact-foundation/pact-standalone,3.7.0,122094017,0,7,1.0,7,-7
aspose.cells.node.darwin.arm64,26.5.0,116929516,0,0,0.0,0,0
@toothfairyai/tfcode-linux-x64-baseline-musl,1.0.44,182113013,0,0,0.0,0,0
app-ui-tauros,0.13.3,264067270,0,41,1.0,41,-41
@matrix-ai/oh-my-matrix-windows-x64-baseline,3.16.12,122857934,0,0,0.0,0,0
@agenticmail/enterprise,0.5.600,326632842,0,32,1.0,32,-32
@qvac/diffusion-cpp,0.8.0,459240316,1,15,0.9375,16,-14
waifu2x,1.6.5,383886259,1,19,0.95,20,-18
@finbourne/lusid-preview,2.0.1533,180151582,0,9,1.0,9,-9
@wix/ricos,11.0.1,130834849,12,136,0.9189,148,-124
design-comuni-plone-theme,12.12.2,146933983,0,73,1.0,73,-73
@toothfairyai/tfcode-darwin-x64-baseline,1.0.44,150767701,0,0,0.0,0,0
@matrix-ai/oh-my-matrix-windows-x64,3.16.12,123531187,0,0,0.0,0,0
@cdxgen/cdxgen-plugins-bin-windows-arm64,2.1.1,197867680,0,0,0.0,0,0
@legna-lnc/legnacode-linux-arm64,2.1.2,121270223,0,0,0.0,0,0
@babylonjs/react-native-windows-0-69,1.8.6,736628583,0,18,1.0,18,-18
@skyforgeai/skyforge-linux-arm64,3.2.9,226397433,0,0,0.0,0,0
aws-analytics-reference-architecture,2.12.13,423062204,0,45,1.0,45,-45
ut-tools,7.13.2,151358852,81,39,0.325,120,42
@factory/cli-darwin-x64-baseline,0.129.0,115230123,0,0,0.0,0,0
local-saml-idp,1.0.4,453046701,0,9,1.0,9,-9
@aiot-toolkit/velasim,0.1.26,467041998,1,0,0.0,1,1
mta-gtfs-static,0.0.202605190300,203946238,1,5,0.8333,6,-4
cypress-browser-extension-plugin,0.1.0,269627190,2,11,0.8462,13,-9
facepass-react-native-module,0.1.46,124715104,0,21,1.0,21,-21
@traces-sh/traces-linux-x64,0.5.8,117320179,0,0,0.0,0,0
@alumnium/cli-windows-x64,0.20.0,153836298,0,0,0.0,0,0
noto-fontface-cjk-jp,1.0.2,148470324,0,0,0.0,0,0
@ironsoftware/ironpdf-engine-windows-x64,2026.5.1,349186921,0,1,1.0,1,-1
poker-evaluator,2.1.1,129982614,4,6,0.6,10,-2
anycloud,0.1.13,339160999,0,70,1.0,70,-70
@hippox/codegenie-win32-x64,3.61.26,161245280,0,0,0.0,0,0
cdk-cr-constructs,2.1.679,126397219,0,27,1.0,27,-27
@factory/cli-darwin-x64,0.129.0,115230004,0,0,0.0,0,0
@viro-community/react-viro,2.41.1,169070874,1,16,0.9412,17,-15
@zweicli/linux-x64,1.1.8,153983485,0,0,0.0,0,0
@embedder/embedder-linux-x64,0.3.110,134898011,0,0,0.0,0,0
react-native-sia,0.13.22,445031621,0,20,1.0,20,-20
@bethinkpl/design-system,35.2.2,167544468,0,72,1.0,72,-72
grok-dev,1.1.7,199137874,0,30,1.0,30,-30
@legna-lnc/legnacode-win32-ia32,2.1.2,141941973,0,0,0.0,0,0
@toothfairyai/tfcode-linux-arm64,1.0.44,187182387,0,0,0.0,0,0
hbuilderx-plugin-uniapp-runextension,1.0.3-2026041615.3459,165286233,0,0,0.0,0,0
@sylphai/adal-cli-linux-x64,1.1.4,210029720,0,0,0.0,0,0
node-linux-armv7l,22.22.3,167431801,0,0,0.0,0,0
@sylphai/adal-cli-win32-x64,1.1.4,208471031,0,0,0.0,0,0
@legna-lnc/legnacode-win32-x64,2.1.2,141941960,0,0,0.0,0,0
galx-storage,1.1.689824493,199624028,0,0,0.0,0,0
@cdxgen/cdxgen-plugins-bin-darwin-amd64,2.1.1,196741788,0,0,0.0,0,0
dynamock,2.1.1,131734554,0,15,1.0,15,-15
mac-hbuilderx-plugin-launcher,3.5.5-2022082514-alpha,200587858,0,0,0.0,0,0
btca,2.0.5,506565642,0,22,1.0,22,-22
@d3k/linux-x64,0.0.175,104266190,0,0,0.0,0,0
@alumnium/cli-windows-arm64,0.20.0,150670106,0,0,0.0,0,0
ol-cesium,2.17.0,127333233,5,30,0.8571,35,-25
@rajkoli145/friday,2026.4.21,177525914,0,93,1.0,93,-93
wuic-framework-lib,1.1.0,14475826,0,3,1.0,3,-3
@pickup-cli/win32-x64,0.2.1,118378800,0,0,0.0,0,0
@toothfairyai/tfcode-windows-x64-baseline,1.0.44,199773205,0,0,0.0,0,0
@sylphai/adal-cli-darwin-arm64,1.1.4,177036310,0,0,0.0,0,0
@antinomyhq/forge,2.12.15,355754030,0,0,0.0,0,0
react-native-vosk,2.1.7,186811802,0,27,1.0,27,-27
wp-studio,1.9.0,166654204,0,42,1.0,42,-42
ghost-architect-open,6.0.0,995031,0,18,1.0,18,-18
syncfusion-javascript,20.4.38,127399144,0,4,1.0,4,-4
@toothfairyai/tfcode-linux-x64,1.0.44,187786027,0,0,0.0,0,0
@c4a/server-cli,0.5.33-alpha.4,308082807,0,16,1.0,16,-16
@involvex/youtube-music-cli,0.0.77,212667379,0,41,1.0,41,-41
@vechain/vebetterdao-contracts,9.0.1,703787708,4,43,0.9149,47,-39
@cyclonedx/cdxgen-plugins-bin-darwin-amd64,1.8.0,307767870,0,0,0.0,0,0
@mb-it-org/cli,0.1.45,6793471,0,10,1.0,10,-10
goatchain-cli-windows-x64,0.0.72,118251723,0,0,0.0,0,0
@toothfairyai/tfcode-windows-x64,1.0.44,200446476,0,0,0.0,0,0
@aerisweather/react-mapsgl,0.1.2,167214098,0,28,1.0,28,-28
hunkdiff-linux-arm64,0.13.0,119788467,0,0,0.0,0,0
@synsci/cli2-linux-x64,1.0.9,189163466,0,0,0.0,0,0
@aragon/aragen,5.4.3,201663588,2,18,0.9,20,-16
quantumic-design,1.8.0,151395856,0,72,1.0,72,-72
@tursodatabase/sync-react-native,0.6.0,276250945,0,8,1.0,8,-8
retypeapp-linux-x64,4.5.3,145718585,1,0,0.0,1,1
@zigc/lib,0.16.0,184254028,1,0,0.0,1,1
@synsci/cli2-linux-x64-musl,1.0.9,183715855,0,0,0.0,0,0
goatchain-cli-linux-x64,0.0.72,120703303,0,0,0.0,0,0
@synsci/cli2-linux-x64-baseline-musl,1.0.9,183175192,0,0,0.0,0,0
kifaru-linux-x64-baseline,1.0.112,324176260,0,0,0.0,0,0
cloudworker-proxy,1.16.1,127091243,1,18,0.9474,19,-17
@zweicli/windows-x64,1.1.8,166274239,0,0,0.0,0,0
kifaru-darwin-arm64,1.0.112,283983101,0,0,0.0,0,0
